---- Graph coloring program ----
N: 500 int
487(C) 224(C) 0
324(C) 210(C) 0
382(C) 399(C) 0
315(C) 357(C) 0
82(C) 495(C) 0
292(C) 73(C) 0
496(C) 352(C) 0
153(C) 291(C) 0
379(C) 101(C) 0
406(C) 233(C) 0
18(C) 161(C) 0
38(C) 298(C) 0
366(C) 289(C) 0
323(C) 280(C) 0
418(C) 151(C) 0
488(C) 277(C) 0
61(C) 119(C) 0
404(C) 497(C) 0
435(C) 149(C) 0
442(C) 496(C) 0
196(C) 350(C) 0
294(C) 44(C) 0
226(C) 425(C) 0
348(C) 307(C) 0
394(C) 186(C) 0
396(C) 349(C) 0
376(C) 89(C) 0
17(C) 330(C) 0
173(C) 493(C) 0
271(C) 316(C) 0
48(C) 10(C) 0
395(C) 112(C) 0
47(C) 462(C) 0
363(C) 388(C) 0
422(C) 284(C) 0
63(C) 188(C) 0
328(C) 3(C) 0
279(C) 225(C) 0
44(C) 26(C) 0
180(C) 118(C) 0
11(C) 124(C) 0
11(C) 432(C) 0
491(C) 443(C) 0
87(C) 247(C) 0
382(C) 366(C) 0
7(C) 443(C) 0
49(C) 157(C) 0
416(C) 81(C) 0
414(C) 88(C) 0
78(C) 442(C) 0
36(C) 463(C) 0
57(C) 256(C) 0
35(C) 308(C) 0
316(C) 197(C) 0
88(C) 369(C) 0
309(C) 441(C) 0
182(C) 307(C) 0
380(C) 448(C) 0
293(C) 329(C) 0
178(C) 350(C) 0
102(C) 158(C) 0
258(C) 112(C) 0
439(C) 383(C) 0
212(C) 323(C) 0
293(C) 79(C) 0
34(C) 83(C) 0
338(C) 158(C) 0
43(C) 280(C) 0
152(C) 318(C) 0
363(C) 66(C) 0
176(C) 103(C) 0
241(C) 478(C) 0
261(C) 443(C) 0
327(C) 72(C) 0
81(C) 158(C) 0
448(C) 122(C) 0
166(C) 180(C) 0
45(C) 49(C) 0
266(C) 62(C) 0
453(C) 473(C) 0
57(C) 33(C) 0
275(C) 124(C) 0
376(C) 291(C) 0
113(C) 129(C) 0
113(C) 360(C) 0
309(C) 490(C) 0
319(C) 430(C) 0
441(C) 255(C) 0
143(C) 83(C) 0
473(C) 198(C) 0
329(C) 154(C) 0
299(C) 130(C) 0
362(C) 355(C) 0
311(C) 301(C) 0
266(C) 325(C) 0
376(C) 277(C) 0
63(C) 12(C) 0
74(C) 239(C) 0
298(C) 133(C) 0
94(C) 152(C) 0
43(C) 283(C) 0
102(C) 54(C) 0
220(C) 389(C) 0
423(C) 425(C) 0
436(C) 344(C) 0
275(C) 181(C) 0
32(C) 116(C) 0
155(C) 400(C) 0
329(C) 42(C) 0
41(C) 350(C) 0
56(C) 388(C) 0
457(C) 6(C) 0
75(C) 195(C) 0
72(C) 110(C) 0
145(C) 399(C) 0
286(C) 110(C) 0
471(C) 111(C) 0
168(C) 37(C) 0
212(C) 156(C) 0
76(C) 366(C) 0
257(C) 4(C) 0
406(C) 401(C) 0
334(C) 128(C) 0
346(C) 379(C) 0
76(C) 297(C) 0
300(C) 10(C) 0
32(C) 472(C) 0
137(C) 417(C) 0
134(C) 298(C) 0
302(C) 227(C) 0
184(C) 108(C) 0
396(C) 21(C) 0
131(C) 456(C) 0
170(C) 237(C) 0
56(C) 227(C) 0
57(C) 219(C) 0
475(C) 116(C) 0
259(C) 200(C) 0
185(C) 301(C) 0
261(C) 50(C) 0
60(C) 399(C) 0
437(C) 251(C) 0
76(C) 304(C) 0
293(C) 415(C) 0
392(C) 425(C) 0
108(C) 20(C) 0
498(C) 220(C) 0
246(C) 127(C) 0
437(C) 334(C) 0
108(C) 21(C) 0
284(C) 40(C) 0
14(C) 351(C) 0
163(C) 158(C) 0
419(C) 219(C) 0
168(C) 399(C) 0
405(C) 415(C) 0
329(C) 447(C) 0
22(C) 230(C) 0
297(C) 436(C) 0
168(C) 57(C) 0
300(C) 280(C) 0
320(C) 284(C) 0
241(C) 88(C) 0
440(C) 20(C) 0
176(C) 294(C) 0
341(C) 343(C) 0
305(C) 448(C) 0
273(C) 280(C) 0
54(C) 289(C) 0
365(C) 51(C) 0
428(C) 24(C) 0
232(C) 447(C) 0
36(C) 369(C) 0
163(C) 290(C) 0
68(C) 472(C) 0
335(C) 99(C) 0
466(C) 388(C) 0
259(C) 227(C) 0
19(C) 197(C) 0
408(C) 179(C) 0
486(C) 401(C) 0
312(C) 192(C) 0
99(C) 126(C) 0
478(C) 73(C) 0
471(C) 304(C) 0
480(C) 243(C) 0
278(C) 12(C) 0
159(C) 197(C) 0
207(C) 497(C) 0
340(C) 22(C) 0
78(C) 73(C) 0
327(C) 180(C) 0
479(C) 228(C) 0
438(C) 120(C) 0
444(C) 108(C) 0
245(C) 308(C) 0
374(C) 389(C) 0
88(C) 387(C) 0
306(C) 471(C) 0
69(C) 153(C) 0
286(C) 311(C) 0
257(C) 304(C) 0
132(C) 227(C) 0
164(C) 389(C) 0
423(C) 247(C) 0
212(C) 367(C) 0
335(C) 318(C) 0
90(C) 496(C) 0
159(C) 12(C) 0
271(C) 498(C) 0
450(C) 369(C) 0
478(C) 382(C) 0
440(C) 230(C) 0
340(C) 330(C) 0
367(C) 366(C) 0
102(C) 142(C) 0
418(C) 44(C) 0
363(C) 67(C) 0
285(C) 10(C) 0
433(C) 30(C) 0
286(C) 483(C) 0
300(C) 267(C) 0
53(C) 66(C) 0
235(C) 68(C) 0
132(C) 273(C) 0
315(C) 230(C) 0
326(C) 369(C) 0
272(C) 455(C) 0
274(C) 220(C) 0
487(C) 405(C) 0
424(C) 295(C) 0
275(C) 214(C) 0
138(C) 48(C) 0
98(C) 445(C) 0
182(C) 301(C) 0
292(C) 238(C) 0
79(C) 390(C) 0
340(C) 57(C) 0
212(C) 291(C) 0
347(C) 251(C) 0
345(C) 439(C) 0
132(C) 161(C) 0
254(C) 114(C) 0
496(C) 321(C) 0
2(C) 25(C) 0
223(C) 472(C) 0
422(C) 342(C) 0
449(C) 25(C) 0
125(C) 162(C) 0
312(C) 147(C) 0
98(C) 129(C) 0
424(C) 446(C) 0
27(C) 245(C) 0
273(C) 249(C) 0
464(C) 329(C) 0
224(C) 161(C) 0
12(C) 443(C) 0
15(C) 443(C) 0
107(C) 390(C) 0
203(C) 245(C) 0
499(C) 497(C) 0
240(C) 119(C) 0
339(C) 305(C) 0
38(C) 400(C) 0
346(C) 179(C) 0
359(C) 179(C) 0
436(C) 117(C) 0
214(C) 411(C) 0
146(C) 270(C) 0
26(C) 197(C) 0
66(C) 202(C) 0
346(C) 136(C) 0
384(C) 118(C) 0
108(C) 139(C) 0
238(C) 430(C) 0
66(C) 80(C) 0
307(C) 455(C) 0
269(C) 46(C) 0
265(C) 317(C) 0
84(C) 17(C) 0
53(C) 240(C) 0
199(C) 145(C) 0
371(C) 304(C) 0
295(C) 248(C) 0
11(C) 393(C) 0
421(C) 36(C) 0
393(C) 205(C) 0
208(C) 374(C) 0
462(C) 119(C) 0
76(C) 464(C) 0
9(C) 353(C) 0
490(C) 15(C) 0
276(C) 382(C) 0
39(C) 355(C) 0
74(C) 385(C) 0
123(C) 386(C) 0
267(C) 96(C) 0
483(C) 112(C) 0
348(C) 198(C) 0
260(C) 289(C) 0
2(C) 247(C) 0
299(C) 197(C) 0
319(C) 19(C) 0
410(C) 357(C) 0
259(C) 167(C) 0
331(C) 463(C) 0
172(C) 421(C) 0
467(C) 483(C) 0
147(C) 289(C) 0
93(C) 81(C) 0
270(C) 403(C) 0
387(C) 167(C) 0
182(C) 284(C) 0
76(C) 449(C) 0
11(C) 313(C) 0
454(C) 164(C) 0
236(C) 349(C) 0
93(C) 185(C) 0
199(C) 346(C) 0
329(C) 316(C) 0
436(C) 248(C) 0
331(C) 339(C) 0
29(C) 348(C) 0
380(C) 94(C) 0
441(C) 5(C) 0
158(C) 420(C) 0
45(C) 449(C) 0
23(C) 107(C) 0
312(C) 92(C) 0
308(C) 88(C) 0
305(C) 42(C) 0
442(C) 82(C) 0
346(C) 117(C) 0
206(C) 431(C) 0
159(C) 253(C) 0
336(C) 408(C) 0
362(C) 280(C) 0
232(C) 290(C) 0
27(C) 50(C) 0
13(C) 209(C) 0
55(C) 43(C) 0
240(C) 429(C) 0
131(C) 90(C) 0
276(C) 298(C) 0
17(C) 94(C) 0
341(C) 441(C) 0
93(C) 447(C) 0
478(C) 479(C) 0
496(C) 360(C) 0
483(C) 184(C) 0
191(C) 115(C) 0
274(C) 185(C) 0
397(C) 222(C) 0
373(C) 89(C) 0
183(C) 149(C) 0
47(C) 321(C) 0
19(C) 412(C) 0
62(C) 43(C) 0
253(C) 283(C) 0
375(C) 307(C) 0
467(C) 339(C) 0
49(C) 387(C) 0
9(C) 147(C) 0
498(C) 434(C) 0
351(C) 316(C) 0
309(C) 146(C) 0
286(C) 489(C) 0
365(C) 149(C) 0
375(C) 10(C) 0
214(C) 190(C) 0
97(C) 197(C) 0
309(C) 471(C) 0
134(C) 26(C) 0
359(C) 443(C) 0
243(C) 282(C) 0
80(C) 349(C) 0
409(C) 209(C) 0
395(C) 410(C) 0
78(C) 245(C) 0
155(C) 26(C) 0
491(C) 222(C) 0
338(C) 80(C) 0
424(C) 237(C) 0
306(C) 369(C) 0
459(C) 97(C) 0
356(C) 242(C) 0
492(C) 389(C) 0
30(C) 287(C) 0
214(C) 150(C) 0
64(C) 180(C) 0
176(C) 243(C) 0
388(C) 35(C) 0
303(C) 19(C) 0
220(C) 119(C) 0
479(C) 46(C) 0
61(C) 87(C) 0
477(C) 386(C) 0
111(C) 175(C) 0
487(C) 17(C) 0
123(C) 110(C) 0
489(C) 351(C) 0
345(C) 237(C) 0
482(C) 127(C) 0
229(C) 197(C) 0
7(C) 338(C) 0
266(C) 257(C) 0
303(C) 314(C) 0
14(C) 227(C) 0
286(C) 410(C) 0
185(C) 251(C) 0
39(C) 75(C) 0
125(C) 288(C) 0
40(C) 167(C) 0
362(C) 268(C) 0
9(C) 271(C) 0
221(C) 92(C) 0
473(C) 82(C) 0
243(C) 401(C) 0
104(C) 292(C) 0
499(C) 458(C) 0
331(C) 5(C) 0
393(C) 451(C) 0
353(C) 31(C) 0
45(C) 292(C) 0
104(C) 35(C) 0
366(C) 369(C) 0
49(C) 288(C) 0
261(C) 105(C) 0
482(C) 373(C) 0
179(C) 230(C) 0
235(C) 106(C) 0
189(C) 349(C) 0
309(C) 235(C) 0
63(C) 277(C) 0
365(C) 72(C) 0
7(C) 490(C) 0
320(C) 185(C) 0
235(C) 426(C) 0
69(C) 479(C) 0
348(C) 382(C) 0
315(C) 139(C) 0
406(C) 260(C) 0
155(C) 209(C) 0
301(C) 222(C) 0
57(C) 399(C) 0
152(C) 399(C) 0
244(C) 243(C) 0
263(C) 301(C) 0
354(C) 399(C) 0
310(C) 238(C) 0
232(C) 105(C) 0
49(C) 205(C) 0
49(C) 145(C) 0
474(C) 169(C) 0
356(C) 43(C) 0
187(C) 489(C) 0
223(C) 468(C) 0
148(C) 8(C) 0
446(C) 152(C) 0
320(C) 29(C) 0
64(C) 151(C) 0
176(C) 99(C) 0
141(C) 40(C) 0
317(C) 235(C) 0
411(C) 270(C) 0
94(C) 425(C) 0
414(C) 48(C) 0
117(C) 6(C) 0
271(C) 15(C) 0
177(C) 291(C) 0
67(C) 1(C) 0
461(C) 427(C) 0
263(C) 316(C) 0
239(C) 358(C) 0
55(C) 211(C) 0
54(C) 443(C) 0
431(C) 451(C) 0
387(C) 307(C) 0
69(C) 314(C) 0
143(C) 195(C) 0
499(C) 491(C) 0
500(C) 321(C) 0
415(C) 383(C) 0
299(C) 198(C) 0
424(C) 71(C) 0
45(C) 126(C) 0
236(C) 385(C) 0
55(C) 345(C) 0
334(C) 180(C) 0
319(C) 28(C) 0
490(C) 441(C) 0
144(C) 498(C) 0
394(C) 304(C) 0
300(C) 173(C) 0
278(C) 409(C) 0
115(C) 427(C) 0
300(C) 64(C) 0
478(C) 401(C) 0
461(C) 352(C) 0
376(C) 477(C) 0
489(C) 416(C) 0
235(C) 210(C) 0
74(C) 455(C) 0
491(C) 440(C) 0
438(C) 247(C) 0
311(C) 163(C) 0
500(C) 145(C) 0
107(C) 89(C) 0
378(C) 196(C) 0
253(C) 152(C) 0
210(C) 307(C) 0
440(C) 135(C) 0
202(C) 230(C) 0
98(C) 330(C) 0
362(C) 290(C) 0
203(C) 167(C) 0
159(C) 414(C) 0
301(C) 253(C) 0
212(C) 456(C) 0
76(C) 377(C) 0
376(C) 6(C) 0
376(C) 461(C) 0
213(C) 68(C) 0
187(C) 321(C) 0
367(C) 199(C) 0
266(C) 453(C) 0
18(C) 364(C) 0
339(C) 186(C) 0
339(C) 283(C) 0
321(C) 145(C) 0
78(C) 103(C) 0
176(C) 480(C) 0
235(C) 57(C) 0
312(C) 26(C) 0
147(C) 369(C) 0
87(C) 6(C) 0
413(C) 211(C) 0
243(C) 165(C) 0
467(C) 302(C) 0
77(C) 164(C) 0
442(C) 254(C) 0
34(C) 384(C) 0
416(C) 408(C) 0
70(C) 5(C) 0
182(C) 313(C) 0
376(C) 35(C) 0
303(C) 324(C) 0
105(C) 122(C) 0
224(C) 124(C) 0
403(C) 114(C) 0
187(C) 318(C) 0
217(C) 351(C) 0
11(C) 147(C) 0
194(C) 186(C) 0
4(C) 108(C) 0
17(C) 34(C) 0
69(C) 129(C) 0
52(C) 118(C) 0
342(C) 197(C) 0
365(C) 273(C) 0
78(C) 221(C) 0
341(C) 290(C) 0
278(C) 344(C) 0
398(C) 439(C) 0
395(C) 136(C) 0
265(C) 75(C) 0
245(C) 200(C) 0
384(C) 483(C) 0
189(C) 477(C) 0
287(C) 205(C) 0
180(C) 121(C) 0
277(C) 318(C) 0
309(C) 414(C) 0
387(C) 44(C) 0
238(C) 89(C) 0
396(C) 88(C) 0
51(C) 201(C) 0
422(C) 25(C) 0
345(C) 252(C) 0
418(C) 35(C) 0
69(C) 162(C) 0
108(C) 358(C) 0
419(C) 204(C) 0
408(C) 289(C) 0
30(C) 495(C) 0
217(C) 43(C) 0
319(C) 86(C) 0
275(C) 302(C) 0
306(C) 434(C) 0
488(C) 368(C) 0
262(C) 146(C) 0
38(C) 404(C) 0
160(C) 298(C) 0
63(C) 61(C) 0
265(C) 211(C) 0
76(C) 70(C) 0
453(C) 292(C) 0
93(C) 242(C) 0
449(C) 164(C) 0
470(C) 114(C) 0
29(C) 442(C) 0
336(C) 401(C) 0
191(C) 85(C) 0
163(C) 165(C) 0
25(C) 302(C) 0
74(C) 84(C) 0
454(C) 165(C) 0
282(C) 495(C) 0
282(C) 197(C) 0
365(C) 157(C) 0
337(C) 339(C) 0
457(C) 224(C) 0
133(C) 353(C) 0
91(C) 358(C) 0
17(C) 1(C) 0
174(C) 52(C) 0
269(C) 159(C) 0
362(C) 391(C) 0
294(C) 436(C) 0
279(C) 14(C) 0
221(C) 307(C) 0
39(C) 368(C) 0
142(C) 80(C) 0
84(C) 385(C) 0
205(C) 385(C) 0
131(C) 161(C) 0
241(C) 292(C) 0
29(C) 425(C) 0
1(C) 167(C) 0
306(C) 178(C) 0
29(C) 15(C) 0
247(C) 389(C) 0
438(C) 497(C) 0
90(C) 360(C) 0
77(C) 52(C) 0
180(C) 117(C) 0
68(C) 386(C) 0
374(C) 387(C) 0
9(C) 380(C) 0
58(C) 411(C) 0
454(C) 394(C) 0
261(C) 1(C) 0
263(C) 42(C) 0
49(C) 407(C) 0
442(C) 33(C) 0
160(C) 205(C) 0
164(C) 435(C) 0
25(C) 152(C) 0
438(C) 452(C) 0
453(C) 370(C) 0
486(C) 290(C) 0
412(C) 88(C) 0
44(C) 451(C) 0
111(C) 202(C) 0
34(C) 270(C) 0
132(C) 213(C) 0
496(C) 129(C) 0
401(C) 353(C) 0
231(C) 288(C) 0
226(C) 473(C) 0
500(C) 152(C) 0
384(C) 304(C) 0
452(C) 202(C) 0
294(C) 244(C) 0
185(C) 264(C) 0
301(C) 338(C) 0
370(C) 179(C) 0
74(C) 414(C) 0
65(C) 59(C) 0
183(C) 119(C) 0
123(C) 189(C) 0
463(C) 495(C) 0
237(C) 342(C) 0
417(C) 329(C) 0
254(C) 322(C) 0
47(C) 422(C) 0
56(C) 354(C) 0
306(C) 312(C) 0
199(C) 500(C) 0
429(C) 219(C) 0
335(C) 151(C) 0
320(C) 486(C) 0
356(C) 222(C) 0
460(C) 391(C) 0
347(C) 485(C) 0
125(C) 25(C) 0
228(C) 110(C) 0
229(C) 353(C) 0
395(C) 21(C) 0
134(C) 493(C) 0
262(C) 461(C) 0
60(C) 408(C) 0
418(C) 435(C) 0
276(C) 433(C) 0
484(C) 243(C) 0
452(C) 387(C) 0
304(C) 229(C) 0
421(C) 452(C) 0
194(C) 169(C) 0
34(C) 427(C) 0
500(C) 43(C) 0
298(C) 142(C) 0
173(C) 18(C) 0
262(C) 447(C) 0
212(C) 450(C) 0
56(C) 201(C) 0
17(C) 451(C) 0
311(C) 258(C) 0
49(C) 86(C) 0
261(C) 94(C) 0
105(C) 204(C) 0
308(C) 48(C) 0
182(C) 375(C) 0
66(C) 162(C) 0
151(C) 296(C) 0
117(C) 385(C) 0
367(C) 189(C) 0
65(C) 206(C) 0
179(C) 42(C) 0
79(C) 366(C) 0
59(C) 121(C) 0
477(C) 126(C) 0
329(C) 455(C) 0
341(C) 216(C) 0
308(C) 412(C) 0
161(C) 16(C) 0
179(C) 183(C) 0
438(C) 415(C) 0
29(C) 69(C) 0
303(C) 463(C) 0
43(C) 290(C) 0
340(C) 205(C) 0
259(C) 189(C) 0
471(C) 88(C) 0
176(C) 169(C) 0
13(C) 293(C) 0
34(C) 443(C) 0
224(C) 420(C) 0
70(C) 211(C) 0
367(C) 62(C) 0
120(C) 70(C) 0
467(C) 67(C) 0
410(C) 439(C) 0
488(C) 462(C) 0
303(C) 135(C) 0
395(C) 54(C) 0
185(C) 283(C) 0
19(C) 496(C) 0
276(C) 25(C) 0
356(C) 494(C) 0
43(C) 41(C) 0
54(C) 322(C) 0
321(C) 316(C) 0
250(C) 442(C) 0
27(C) 351(C) 0
146(C) 165(C) 0
445(C) 493(C) 0
413(C) 327(C) 0
11(C) 148(C) 0
459(C) 493(C) 0
186(C) 360(C) 0
212(C) 276(C) 0
410(C) 254(C) 0
146(C) 462(C) 0
437(C) 139(C) 0
301(C) 237(C) 0
60(C) 426(C) 0
143(C) 111(C) 0
374(C) 435(C) 0
487(C) 144(C) 0
421(C) 38(C) 0
388(C) 39(C) 0
366(C) 344(C) 0
468(C) 158(C) 0
397(C) 329(C) 0
224(C) 193(C) 0
8(C) 353(C) 0
21(C) 115(C) 0
317(C) 392(C) 0
32(C) 307(C) 0
422(C) 50(C) 0
436(C) 10(C) 0
269(C) 93(C) 0
489(C) 5(C) 0
77(C) 465(C) 0
356(C) 125(C) 0
194(C) 288(C) 0
481(C) 409(C) 0
203(C) 153(C) 0
478(C) 422(C) 0
333(C) 108(C) 0
347(C) 181(C) 0
27(C) 407(C) 0
171(C) 143(C) 0
40(C) 386(C) 0
113(C) 157(C) 0
427(C) 24(C) 0
325(C) 60(C) 0
184(C) 195(C) 0
93(C) 446(C) 0
380(C) 233(C) 0
484(C) 403(C) 0
357(C) 291(C) 0
80(C) 358(C) 0
16(C) 353(C) 0
377(C) 313(C) 0
267(C) 21(C) 0
482(C) 425(C) 0
5(C) 390(C) 0
167(C) 227(C) 0
486(C) 444(C) 0
43(C) 386(C) 0
15(C) 230(C) 0
172(C) 45(C) 0
34(C) 295(C) 0
498(C) 218(C) 0
164(C) 455(C) 0
396(C) 466(C) 0
252(C) 164(C) 0
223(C) 167(C) 0
428(C) 100(C) 0
232(C) 237(C) 0
294(C) 177(C) 0
178(C) 153(C) 0
299(C) 211(C) 0
220(C) 483(C) 0
162(C) 121(C) 0
328(C) 366(C) 0
480(C) 72(C) 0
325(C) 281(C) 0
194(C) 312(C) 0
299(C) 234(C) 0
446(C) 157(C) 0
238(C) 288(C) 0
130(C) 360(C) 0
244(C) 4(C) 0
273(C) 114(C) 0
392(C) 307(C) 0
375(C) 476(C) 0
56(C) 180(C) 0
159(C) 62(C) 0
393(C) 461(C) 0
356(C) 204(C) 0
313(C) 389(C) 0
203(C) 321(C) 0
53(C) 93(C) 0
168(C) 430(C) 0
395(C) 119(C) 0
131(C) 45(C) 0
194(C) 329(C) 0
181(C) 101(C) 0
269(C) 326(C) 0
317(C) 403(C) 0
463(C) 164(C) 0
329(C) 80(C) 0
78(C) 409(C) 0
11(C) 34(C) 0
134(C) 434(C) 0
250(C) 412(C) 0
137(C) 108(C) 0
234(C) 254(C) 0
233(C) 68(C) 0
448(C) 91(C) 0
427(C) 318(C) 0
286(C) 351(C) 0
406(C) 423(C) 0
341(C) 198(C) 0
59(C) 369(C) 0
40(C) 366(C) 0
395(C) 221(C) 0
170(C) 152(C) 0
56(C) 348(C) 0
331(C) 384(C) 0
25(C) 407(C) 0
335(C) 455(C) 0
65(C) 394(C) 0
27(C) 361(C) 0
264(C) 87(C) 0
326(C) 494(C) 0
428(C) 16(C) 0
29(C) 457(C) 0
339(C) 105(C) 0
196(C) 290(C) 0
469(C) 389(C) 0
319(C) 195(C) 0
113(C) 477(C) 0
46(C) 288(C) 0
228(C) 85(C) 0
323(C) 448(C) 0
56(C) 426(C) 0
474(C) 59(C) 0
442(C) 224(C) 0
140(C) 276(C) 0
274(C) 381(C) 0
273(C) 83(C) 0
494(C) 383(C) 0
338(C) 291(C) 0
370(C) 117(C) 0
311(C) 57(C) 0
11(C) 268(C) 0
406(C) 391(C) 0
259(C) 72(C) 0
279(C) 50(C) 0
363(C) 205(C) 0
198(C) 150(C) 0
387(C) 193(C) 0
239(C) 390(C) 0
27(C) 290(C) 0
199(C) 23(C) 0
464(C) 382(C) 0
414(C) 255(C) 0
271(C) 43(C) 0
433(C) 425(C) 0
405(C) 491(C) 0
131(C) 437(C) 0
100(C) 211(C) 0
84(C) 125(C) 0
32(C) 363(C) 0
488(C) 103(C) 0
299(C) 117(C) 0
275(C) 138(C) 0
160(C) 355(C) 0
213(C) 485(C) 0
75(C) 451(C) 0
214(C) 374(C) 0
464(C) 409(C) 0
477(C) 401(C) 0
24(C) 6(C) 0
292(C) 103(C) 0
325(C) 162(C) 0
206(C) 230(C) 0
106(C) 94(C) 0
85(C) 386(C) 0
84(C) 371(C) 0
144(C) 482(C) 0
329(C) 364(C) 0
402(C) 37(C) 0
85(C) 352(C) 0
223(C) 270(C) 0
194(C) 213(C) 0
34(C) 111(C) 0
141(C) 15(C) 0
112(C) 88(C) 0
443(C) 50(C) 0
299(C) 411(C) 0
286(C) 473(C) 0
459(C) 239(C) 0
163(C) 301(C) 0
440(C) 368(C) 0
490(C) 439(C) 0
388(C) 146(C) 0
422(C) 346(C) 0
62(C) 211(C) 0
397(C) 435(C) 0
40(C) 26(C) 0
249(C) 190(C) 0
15(C) 6(C) 0
438(C) 88(C) 0
297(C) 41(C) 0
235(C) 40(C) 0
426(C) 5(C) 0
112(C) 197(C) 0
175(C) 91(C) 0
269(C) 52(C) 0
453(C) 230(C) 0
411(C) 393(C) 0
3(C) 60(C) 0
151(C) 119(C) 0
317(C) 132(C) 0
13(C) 267(C) 0
356(C) 254(C) 0
378(C) 278(C) 0
69(C) 339(C) 0
3(C) 174(C) 0
60(C) 147(C) 0
214(C) 337(C) 0
270(C) 425(C) 0
102(C) 70(C) 0
378(C) 134(C) 0
370(C) 71(C) 0
472(C) 108(C) 0
295(C) 435(C) 0
140(C) 394(C) 0
456(C) 23(C) 0
77(C) 169(C) 0
22(C) 248(C) 0
163(C) 153(C) 0
189(C) 167(C) 0
68(C) 25(C) 0
80(C) 91(C) 0
126(C) 379(C) 0
279(C) 227(C) 0
171(C) 184(C) 0
413(C) 470(C) 0
441(C) 251(C) 0
469(C) 350(C) 0
243(C) 183(C) 0
63(C) 43(C) 0
17(C) 429(C) 0
453(C) 474(C) 0
339(C) 242(C) 0
233(C) 497(C) 0
271(C) 52(C) 0
263(C) 183(C) 0
87(C) 256(C) 0
236(C) 280(C) 0
478(C) 206(C) 0
159(C) 132(C) 0
474(C) 133(C) 0
324(C) 221(C) 0
384(C) 183(C) 0
286(C) 54(C) 0
74(C) 162(C) 0
488(C) 483(C) 0
199(C) 271(C) 0
1(C) 153(C) 0
18(C) 200(C) 0
465(C) 268(C) 0
5(C) 358(C) 0
257(C) 249(C) 0
459(C) 23(C) 0
81(C) 307(C) 0
279(C) 52(C) 0
279(C) 432(C) 0
293(C) 88(C) 0
299(C) 465(C) 0
362(C) 47(C) 0
292(C) 455(C) 0
489(C) 222(C) 0
463(C) 251(C) 0
3(C) 332(C) 0
394(C) 414(C) 0
249(C) 439(C) 0
195(C) 386(C) 0
307(C) 451(C) 0
472(C) 289(C) 0
406(C) 165(C) 0
466(C) 209(C) 0
475(C) 409(C) 0
18(C) 264(C) 0
199(C) 157(C) 0
438(C) 216(C) 0
297(C) 321(C) 0
9(C) 149(C) 0
79(C) 353(C) 0
232(C) 246(C) 0
499(C) 353(C) 0
438(C) 67(C) 0
27(C) 255(C) 0
419(C) 242(C) 0
135(C) 304(C) 0
117(C) 399(C) 0
437(C) 225(C) 0
418(C) 3(C) 0
327(C) 404(C) 0
28(C) 81(C) 0
85(C) 390(C) 0
347(C) 136(C) 0
490(C) 103(C) 0
237(C) 371(C) 0
476(C) 247(C) 0
15(C) 139(C) 0
34(C) 351(C) 0
140(C) 464(C) 0
234(C) 464(C) 0
203(C) 417(C) 0
294(C) 432(C) 0
194(C) 158(C) 0
233(C) 220(C) 0
75(C) 401(C) 0
63(C) 137(C) 0
445(C) 435(C) 0
302(C) 495(C) 0
487(C) 169(C) 0
319(C) 221(C) 0
316(C) 229(C) 0
166(C) 330(C) 0
104(C) 232(C) 0
111(C) 412(C) 0
478(C) 344(C) 0
474(C) 135(C) 0
157(C) 401(C) 0
222(C) 321(C) 0
444(C) 451(C) 0
263(C) 135(C) 0
143(C) 149(C) 0
184(C) 99(C) 0
20(C) 386(C) 0
74(C) 353(C) 0
328(C) 368(C) 0
311(C) 486(C) 0
429(C) 449(C) 0
132(C) 484(C) 0
347(C) 392(C) 0
335(C) 476(C) 0
331(C) 435(C) 0
1(C) 404(C) 0
305(C) 24(C) 0
65(C) 484(C) 0
55(C) 296(C) 0
459(C) 399(C) 0
267(C) 238(C) 0
194(C) 373(C) 0
156(C) 248(C) 0
51(C) 85(C) 0
78(C) 25(C) 0
462(C) 389(C) 0
188(C) 117(C) 0
143(C) 364(C) 0
469(C) 230(C) 0
452(C) 158(C) 0
217(C) 333(C) 0
47(C) 471(C) 0
376(C) 58(C) 0
320(C) 78(C) 0
263(C) 96(C) 0
170(C) 464(C) 0
478(C) 427(C) 0
54(C) 198(C) 0
275(C) 83(C) 0
276(C) 73(C) 0
225(C) 493(C) 0
259(C) 111(C) 0
310(C) 75(C) 0
464(C) 233(C) 0
346(C) 23(C) 0
204(C) 89(C) 0
287(C) 399(C) 0
198(C) 202(C) 0
110(C) 48(C) 0
51(C) 83(C) 0
232(C) 93(C) 0
285(C) 110(C) 0
339(C) 149(C) 0
298(C) 495(C) 0
295(C) 352(C) 0
277(C) 136(C) 0
487(C) 496(C) 0
457(C) 151(C) 0
171(C) 314(C) 0
287(C) 71(C) 0
342(C) 354(C) 0
56(C) 162(C) 0
278(C) 412(C) 0
406(C) 255(C) 0
67(C) 476(C) 0
262(C) 357(C) 0
150(C) 352(C) 0
20(C) 390(C) 0
424(C) 462(C) 0
410(C) 4(C) 0
134(C) 235(C) 0
163(C) 142(C) 0
208(C) 260(C) 0
183(C) 186(C) 0
269(C) 460(C) 0
481(C) 447(C) 0
53(C) 346(C) 0
77(C) 450(C) 0
303(C) 282(C) 0
327(C) 352(C) 0
45(C) 290(C) 0
271(C) 200(C) 0
237(C) 450(C) 0
323(C) 16(C) 0
